Year,Country_of_Birth,Adoption_Type,Age_Group,Gender,Number
2017,Myanmar,Single-parent,0-17,Female,0
2017,Myanmar,Single-parent,18+,Total,0
2017,Myanmar,Single-parent,18+,Male,0
2017,Myanmar,Single-parent,18+,Female,0
2017,Nepal,Total,Total,Total,0
2017,Nepal,Total,Total,Male,0
2017,Nepal,Total,Total,Female,0
2017,Nepal,Total,0-17,Total,0
2017,Nepal,Total,0-17,Male,0
2017,Nepal,Total,0-17,Female,0
2017,Nepal,Total,18+,Total,0
2017,Nepal,Total,18+,Male,0
2017,Nepal,Total,18+,Female,0
2017,Nepal,Two-parent,Total,Total,0
2017,Nepal,Two-parent,Total,Male,0
2017,Nepal,Two-parent,Total,Female,0
2017,Nepal,Two-parent,0-17,Total,0
2017,Nepal,Two-parent,0-17,Male,0
2017,Nepal,Two-parent,0-17,Female,0
2017,Nepal,Two-parent,18+,Total,0
2017,Nepal,Two-parent,18+,Male,0
2017,Nepal,Two-parent,18+,Female,0
2017,Nepal,Single-parent,Total,Total,0
2017,Nepal,Single-parent,Total,Male,0
2017,Nepal,Single-parent,Total,Female,0
2017,Nepal,Single-parent,0-17,Total,0
2017,Nepal,Single-parent,0-17,Male,0
2017,Nepal,Single-parent,0-17,Female,0
2017,Nepal,Single-parent,18+,Total,0
2017,Nepal,Single-parent,18+,Male,0
2017,Nepal,Single-parent,18+,Female,0
2017,Oman,Total,Total,Total,0
2017,Oman,Total,Total,Male,0
2017,Oman,Total,Total,Female,0
2017,Oman,Total,0-17,Total,0
2017,Oman,Total,0-17,Male,0
2017,Oman,Total,0-17,Female,0
2017,Oman,Total,18+,Total,0
2017,Oman,Total,18+,Male,0
2017,Oman,Total,18+,Female,0
2017,Oman,Two-parent,Total,Total,0
2017,Oman,Two-parent,Total,Male,0
2017,Oman,Two-parent,Total,Female,0
2017,Oman,Two-parent,0-17,Total,0
2017,Oman,Two-parent,0-17,Male,0
2017,Oman,Two-parent,0-17,Female,0
2017,Oman,Two-parent,18+,Total,0
2017,Oman,Two-parent,18+,Male,0
2017,Oman,Two-parent,18+,Female,0
2017,Oman,Single-parent,Total,Total,0
2017,Oman,Single-parent,Total,Male,0
2017,Oman,Single-parent,Total,Female,0
2017,Oman,Single-parent,0-17,Total,0
2017,Oman,Single-parent,0-17,Male,0
2017,Oman,Single-parent,0-17,Female,0
2017,Oman,Single-parent,18+,Total,0
2017,Oman,Single-parent,18+,Male,0
2017,Oman,Single-parent,18+,Female,0
2017,Pakistan,Total,Total,Total,0
2017,Pakistan,Total,Total,Male,0
2017,Pakistan,Total,Total,Female,0
2017,Pakistan,Total,0-17,Total,0
2017,Pakistan,Total,0-17,Male,0
2017,Pakistan,Total,0-17,Female,0
2017,Pakistan,Total,18+,Total,0
2017,Pakistan,Total,18+,Male,0
2017,Pakistan,Total,18+,Female,0
2017,Pakistan,Two-parent,Total,Total,0
2017,Pakistan,Two-parent,Total,Male,0
2017,Pakistan,Two-parent,Total,Female,0
2017,Pakistan,Two-parent,0-17,Total,0
2017,Pakistan,Two-parent,0-17,Male,0
2017,Pakistan,Two-parent,0-17,Female,0
2017,Pakistan,Two-parent,18+,Total,0
2017,Pakistan,Two-parent,18+,Male,0
2017,Pakistan,Two-parent,18+,Female,0
2017,Pakistan,Single-parent,Total,Total,0
2017,Pakistan,Single-parent,Total,Male,0
2017,Pakistan,Single-parent,Total,Female,0
2017,Pakistan,Single-parent,0-17,Total,0
2017,Pakistan,Single-parent,0-17,Male,0
2017,Pakistan,Single-parent,0-17,Female,0
2017,Pakistan,Single-parent,18+,Total,0
2017,Pakistan,Single-parent,18+,Male,0
2017,Pakistan,Single-parent,18+,Female,0
2017,Palestine,Total,Total,Total,0
2017,Palestine,Total,Total,Male,0
2017,Palestine,Total,Total,Female,0
2017,Palestine,Total,0-17,Total,0
2017,Palestine,Total,0-17,Male,0
2017,Palestine,Total,0-17,Female,0
2017,Palestine,Total,18+,Total,0
2017,Palestine,Total,18+,Male,0
2017,Palestine,Total,18+,Female,0
2017,Palestine,Two-parent,Total,Total,0
2017,Palestine,Two-parent,Total,Male,0
2017,Palestine,Two-parent,Total,Female,0
2017,Palestine,Two-parent,0-17,Total,0
2017,Palestine,Two-parent,0-17,Male,0
2017,Palestine,Two-parent,0-17,Female,0
2017,Palestine,Two-parent,18+,Total,0
2017,Palestine,Two-parent,18+,Male,0
2017,Palestine,Two-parent,18+,Female,0
2017,Palestine,Single-parent,Total,Total,0
2017,Palestine,Single-parent,Total,Male,0
2017,Palestine,Single-parent,Total,Female,0
2017,Palestine,Single-parent,0-17,Total,0
2017,Palestine,Single-parent,0-17,Male,0
2017,Palestine,Single-parent,0-17,Female,0
2017,Palestine,Single-parent,18+,Total,0
2017,Palestine,Single-parent,18+,Male,0
2017,Palestine,Single-parent,18+,Female,0
2017,Qatar,Total,Total,Total,0
2017,Qatar,Total,Total,Male,0
2017,Qatar,Total,Total,Female,0
2017,Qatar,Total,0-17,Total,0
2017,Qatar,Total,0-17,Male,0
2017,Qatar,Total,0-17,Female,0
2017,Qatar,Total,18+,Total,0
2017,Qatar,Total,18+,Male,0
2017,Qatar,Total,18+,Female,0
2017,Qatar,Two-parent,Total,Total,0
2017,Qatar,Two-parent,Total,Male,0
2017,Qatar,Two-parent,Total,Female,0
2017,Qatar,Two-parent,0-17,Total,0
2017,Qatar,Two-parent,0-17,Male,0
2017,Qatar,Two-parent,0-17,Female,0
2017,Qatar,Two-parent,18+,Total,0
2017,Qatar,Two-parent,18+,Male,0
2017,Qatar,Two-parent,18+,Female,0
2017,Qatar,Single-parent,Total,Total,0
2017,Qatar,Single-parent,Total,Male,0
2017,Qatar,Single-parent,Total,Female,0
2017,Qatar,Single-parent,0-17,Total,0
2017,Qatar,Single-parent,0-17,Male,0
2017,Qatar,Single-parent,0-17,Female,0
2017,Qatar,Single-parent,18+,Total,0
2017,Qatar,Single-parent,18+,Male,0
2017,Qatar,Single-parent,18+,Female,0
2017,Saudi Arabia,Total,Total,Total,0
2017,Saudi Arabia,Total,Total,Male,0
2017,Saudi Arabia,Total,Total,Female,0
2017,Saudi Arabia,Total,0-17,Total,0
2017,Saudi Arabia,Total,0-17,Male,0
2017,Saudi Arabia,Total,0-17,Female,0
2017,Saudi Arabia,Total,18+,Total,0
2017,Saudi Arabia,Total,18+,Male,0
2017,Saudi Arabia,Total,18+,Female,0
2017,Saudi Arabia,Two-parent,Total,Total,0
2017,Saudi Arabia,Two-parent,Total,Male,0
2017,Saudi Arabia,Two-parent,Total,Female,0
2017,Saudi Arabia,Two-parent,0-17,Total,0
2017,Saudi Arabia,Two-parent,0-17,Male,0
2017,Saudi Arabia,Two-parent,0-17,Female,0
2017,Saudi Arabia,Two-parent,18+,Total,0
2017,Saudi Arabia,Two-parent,18+,Male,0
2017,Saudi Arabia,Two-parent,18+,Female,0
2017,Saudi Arabia,Single-parent,Total,Total,0
2017,Saudi Arabia,Single-parent,Total,Male,0
2017,Saudi Arabia,Single-parent,Total,Female,0
2017,Saudi Arabia,Single-parent,0-17,Total,0
2017,Saudi Arabia,Single-parent,0-17,Male,0
2017,Saudi Arabia,Single-parent,0-17,Female,0
2017,Saudi Arabia,Single-parent,18+,Total,0
2017,Saudi Arabia,Single-parent,18+,Male,0
2017,Saudi Arabia,Single-parent,18+,Female,0
2017,Singapore,Total,Total,Total,0
2017,Singapore,Total,Total,Male,0
2017,Singapore,Total,Total,Female,0
2017,Singapore,Total,0-17,Total,0
2017,Singapore,Total,0-17,Male,0
2017,Singapore,Total,0-17,Female,0
2017,Singapore,Total,18+,Total,0
2017,Singapore,Total,18+,Male,0
2017,Singapore,Total,18+,Female,0
2017,Singapore,Two-parent,Total,Total,0
2017,Singapore,Two-parent,Total,Male,0
2017,Singapore,Two-parent,Total,Female,0
2017,Singapore,Two-parent,0-17,Total,0
2017,Singapore,Two-parent,0-17,Male,0
2017,Singapore,Two-parent,0-17,Female,0
2017,Singapore,Two-parent,18+,Total,0
2017,Singapore,Two-parent,18+,Male,0
2017,Singapore,Two-parent,18+,Female,0
2017,Singapore,Single-parent,Total,Total,0
2017,Singapore,Single-parent,Total,Male,0
2017,Singapore,Single-parent,Total,Female,0
2017,Singapore,Single-parent,0-17,Total,0
2017,Singapore,Single-parent,0-17,Male,0
2017,Singapore,Single-parent,0-17,Female,0
2017,Singapore,Single-parent,18+,Total,0
2017,Singapore,Single-parent,18+,Male,0
2017,Singapore,Single-parent,18+,Female,0
2017,Sri Lanka,Total,Total,Total,0
2017,Sri Lanka,Total,Total,Male,0
2017,Sri Lanka,Total,Total,Female,0
2017,Sri Lanka,Total,0-17,Total,0
2017,Sri Lanka,Total,0-17,Male,0
2017,Sri Lanka,Total,0-17,Female,0
2017,Sri Lanka,Total,18+,Total,0
2017,Sri Lanka,Total,18+,Male,0
2017,Sri Lanka,Total,18+,Female,0
2017,Sri Lanka,Two-parent,Total,Total,0
2017,Sri Lanka,Two-parent,Total,Male,0
2017,Sri Lanka,Two-parent,Total,Female,0
2017,Sri Lanka,Two-parent,0-17,Total,0
2017,Sri Lanka,Two-parent,0-17,Male,0
2017,Sri Lanka,Two-parent,0-17,Female,0
2017,Sri Lanka,Two-parent,18+,Total,0
2017,Sri Lanka,Two-parent,18+,Male,0
2017,Sri Lanka,Two-parent,18+,Female,0
2017,Sri Lanka,Single-parent,Total,Total,0
2017,Sri Lanka,Single-parent,Total,Male,0
2017,Sri Lanka,Single-parent,Total,Female,0
2017,Sri Lanka,Single-parent,0-17,Total,0
2017,Sri Lanka,Single-parent,0-17,Male,0
2017,Sri Lanka,Single-parent,0-17,Female,0
2017,Sri Lanka,Single-parent,18+,Total,0
2017,Sri Lanka,Single-parent,18+,Male,0
2017,Sri Lanka,Single-parent,18+,Female,0
2017,Syrian Arab Republic,Total,Total,Total,0
2017,Syrian Arab Republic,Total,Total,Male,0
2017,Syrian Arab Republic,Total,Total,Female,0
2017,Syrian Arab Republic,Total,0-17,Total,0
2017,Syrian Arab Republic,Total,0-17,Male,0
2017,Syrian Arab Republic,Total,0-17,Female,0
2017,Syrian Arab Republic,Total,18+,Total,0
2017,Syrian Arab Republic,Total,18+,Male,0
2017,Syrian Arab Republic,Total,18+,Female,0
2017,Syrian Arab Republic,Two-parent,Total,Total,0
2017,Syrian Arab Republic,Two-parent,Total,Male,0
2017,Syrian Arab Republic,Two-parent,Total,Female,0
2017,Syrian Arab Republic,Two-parent,0-17,Total,0
2017,Syrian Arab Republic,Two-parent,0-17,Male,0
2017,Syrian Arab Republic,Two-parent,0-17,Female,0
2017,Syrian Arab Republic,Two-parent,18+,Total,0
2017,Syrian Arab Republic,Two-parent,18+,Male,0
2017,Syrian Arab Republic,Two-parent,18+,Female,0
2017,Syrian Arab Republic,Single-parent,Total,Total,0
2017,Syrian Arab Republic,Single-parent,Total,Male,0
2017,Syrian Arab Republic,Single-parent,Total,Female,0
2017,Syrian Arab Republic,Single-parent,0-17,Total,0
2017,Syrian Arab Republic,Single-parent,0-17,Male,0
2017,Syrian Arab Republic,Single-parent,0-17,Female,0
2017,Syrian Arab Republic,Single-parent,18+,Total,0
2017,Syrian Arab Republic,Single-parent,18+,Male,0
2017,Syrian Arab Republic,Single-parent,18+,Female,0
2017,Tajikistan,Total,Total,Total,0
2017,Tajikistan,Total,Total,Male,0
2017,Tajikistan,Total,Total,Female,0
2017,Tajikistan,Total,0-17,Total,0
2017,Tajikistan,Total,0-17,Male,0
2017,Tajikistan,Total,0-17,Female,0
2017,Tajikistan,Total,18+,Total,0
2017,Tajikistan,Total,18+,Male,0
2017,Tajikistan,Total,18+,Female,0
2017,Tajikistan,Two-parent,Total,Total,0
2017,Tajikistan,Two-parent,Total,Male,0
2017,Tajikistan,Two-parent,Total,Female,0
2017,Tajikistan,Two-parent,0-17,Total,0
2017,Tajikistan,Two-parent,0-17,Male,0
2017,Tajikistan,Two-parent,0-17,Female,0
2017,Tajikistan,Two-parent,18+,Total,0
2017,Tajikistan,Two-parent,18+,Male,0
2017,Tajikistan,Two-parent,18+,Female,0
2017,Tajikistan,Single-parent,Total,Total,0
2017,Tajikistan,Single-parent,Total,Male,0
2017,Tajikistan,Single-parent,Total,Female,0
2017,Tajikistan,Single-parent,0-17,Total,0
2017,Tajikistan,Single-parent,0-17,Male,0
2017,Tajikistan,Single-parent,0-17,Female,0
2017,Tajikistan,Single-parent,18+,Total,0
2017,Tajikistan,Single-parent,18+,Male,0
2017,Tajikistan,Single-parent,18+,Female,0
2017,Thailand,Total,Total,Total,18
2017,Thailand,Total,Total,Male,11
2017,Thailand,Total,Total,Female,7
2017,Thailand,Total,0-17,Total,17
2017,Thailand,Total,0-17,Male,11
2017,Thailand,Total,0-17,Female,6
2017,Thailand,Total,18+,Total,1
2017,Thailand,Total,18+,Male,0
2017,Thailand,Total,18+,Female,1
2017,Thailand,Two-parent,Total,Total,12
2017,Thailand,Two-parent,Total,Male,9
2017,Thailand,Two-parent,Total,Female,3
2017,Thailand,Two-parent,0-17,Total,12
2017,Thailand,Two-parent,0-17,Male,9
2017,Thailand,Two-parent,0-17,Female,3
2017,Thailand,Two-parent,18+,Total,0
2017,Thailand,Two-parent,18+,Male,0
2017,Thailand,Two-parent,18+,Female,0
2017,Thailand,Single-parent,Total,Total,6
2017,Thailand,Single-parent,Total,Male,2
2017,Thailand,Single-parent,Total,Female,4
2017,Thailand,Single-parent,0-17,Total,5
2017,Thailand,Single-parent,0-17,Male,2
2017,Thailand,Single-parent,0-17,Female,3
2017,Thailand,Single-parent,18+,Total,1
2017,Thailand,Single-parent,18+,Male,0
2017,Thailand,Single-parent,18+,Female,1
2017,Turkmenistan,Total,Total,Total,0
2017,Turkmenistan,Total,Total,Male,0
2017,Turkmenistan,Total,Total,Female,0
2017,Turkmenistan,Total,0-17,Total,0
2017,Turkmenistan,Total,0-17,Male,0
2017,Turkmenistan,Total,0-17,Female,0
2017,Turkmenistan,Total,18+,Total,0
2017,Turkmenistan,Total,18+,Male,0
2017,Turkmenistan,Total,18+,Female,0
2017,Turkmenistan,Two-parent,Total,Total,0
2017,Turkmenistan,Two-parent,Total,Male,0
2017,Turkmenistan,Two-parent,Total,Female,0
2017,Turkmenistan,Two-parent,0-17,Total,0
2017,Turkmenistan,Two-parent,0-17,Male,0
2017,Turkmenistan,Two-parent,0-17,Female,0
2017,Turkmenistan,Two-parent,18+,Total,0
2017,Turkmenistan,Two-parent,18+,Male,0
2017,Turkmenistan,Two-parent,18+,Female,0
2017,Turkmenistan,Single-parent,Total,Total,0
2017,Turkmenistan,Single-parent,Total,Male,0
2017,Turkmenistan,Single-parent,Total,Female,0
2017,Turkmenistan,Single-parent,0-17,Total,0
2017,Turkmenistan,Single-parent,0-17,Male,0
2017,Turkmenistan,Single-parent,0-17,Female,0
2017,Turkmenistan,Single-parent,18+,Total,0
2017,Turkmenistan,Single-parent,18+,Male,0
2017,Turkmenistan,Single-parent,18+,Female,0
2017,Uzbekistan,Total,Total,Total,0
2017,Uzbekistan,Total,Total,Male,0
2017,Uzbekistan,Total,Total,Female,0
2017,Uzbekistan,Total,0-17,Total,0
2017,Uzbekistan,Total,0-17,Male,0
2017,Uzbekistan,Total,0-17,Female,0
2017,Uzbekistan,Total,18+,Total,0
2017,Uzbekistan,Total,18+,Male,0
2017,Uzbekistan,Total,18+,Female,0
2017,Uzbekistan,Two-parent,Total,Total,0
2017,Uzbekistan,Two-parent,Total,Male,0
2017,Uzbekistan,Two-parent,Total,Female,0
2017,Uzbekistan,Two-parent,0-17,Total,0
2017,Uzbekistan,Two-parent,0-17,Male,0
2017,Uzbekistan,Two-parent,0-17,Female,0
2017,Uzbekistan,Two-parent,18+,Total,0
2017,Uzbekistan,Two-parent,18+,Male,0
2017,Uzbekistan,Two-parent,18+,Female,0
2017,Uzbekistan,Single-parent,Total,Total,0
2017,Uzbekistan,Single-parent,Total,Male,0
2017,Uzbekistan,Single-parent,Total,Female,0
2017,Uzbekistan,Single-parent,0-17,Total,0
2017,Uzbekistan,Single-parent,0-17,Male,0
2017,Uzbekistan,Single-parent,0-17,Female,0
2017,Uzbekistan,Single-parent,18+,Total,0
2017,Uzbekistan,Single-parent,18+,Male,0
2017,Uzbekistan,Single-parent,18+,Female,0
2017,Viet Nam,Total,Total,Total,0
2017,Viet Nam,Total,Total,Male,0
2017,Viet Nam,Total,Total,Female,0
2017,Viet Nam,Total,0-17,Total,0
2017,Viet Nam,Total,0-17,Male,0
2017,Viet Nam,Total,0-17,Female,0
2017,Viet Nam,Total,18+,Total,0
2017,Viet Nam,Total,18+,Male,0
2017,Viet Nam,Total,18+,Female,0
2017,Viet Nam,Two-parent,Total,Total,0
2017,Viet Nam,Two-parent,Total,Male,0
2017,Viet Nam,Two-parent,Total,Female,0
2017,Viet Nam,Two-parent,0-17,Total,0
2017,Viet Nam,Two-parent,0-17,Male,0
2017,Viet Nam,Two-parent,0-17,Female,0
2017,Viet Nam,Two-parent,18+,Total,0
2017,Viet Nam,Two-parent,18+,Male,0
2017,Viet Nam,Two-parent,18+,Female,0
2017,Viet Nam,Single-parent,Total,Total,0
2017,Viet Nam,Single-parent,Total,Male,0
2017,Viet Nam,Single-parent,Total,Female,0
2017,Viet Nam,Single-parent,0-17,Total,0
2017,Viet Nam,Single-parent,0-17,Male,0
2017,Viet Nam,Single-parent,0-17,Female,0
2017,Viet Nam,Single-parent,18+,Total,0
2017,Viet Nam,Single-parent,18+,Male,0
2017,Viet Nam,Single-parent,18+,Female,0
2017,OCEANIA,Total,Total,Total,0
2017,OCEANIA,Total,Total,Male,0
2017,OCEANIA,Total,Total,Female,0
2017,OCEANIA,Total,0-17,Total,0
2017,OCEANIA,Total,0-17,Male,0
2017,OCEANIA,Total,0-17,Female,0
2017,OCEANIA,Total,18+,Total,0
2017,OCEANIA,Total,18+,Male,0
2017,OCEANIA,Total,18+,Female,0
2017,OCEANIA,Two-parent,Total,Total,0
2017,OCEANIA,Two-parent,Total,Male,0
2017,OCEANIA,Two-parent,Total,Female,0
2017,OCEANIA,Two-parent,0-17,Total,0
2017,OCEANIA,Two-parent,0-17,Male,0
2017,OCEANIA,Two-parent,0-17,Female,0
2017,OCEANIA,Two-parent,18+,Total,0
2017,OCEANIA,Two-parent,18+,Male,0
2017,OCEANIA,Two-parent,18+,Female,0
2017,OCEANIA,Single-parent,Total,Total,0
2017,OCEANIA,Single-parent,Total,Male,0
2017,OCEANIA,Single-parent,Total,Female,0
2017,OCEANIA,Single-parent,0-17,Total,0
2017,OCEANIA,Single-parent,0-17,Male,0
2017,OCEANIA,Single-parent,0-17,Female,0
2017,OCEANIA,Single-parent,18+,Total,0
2017,OCEANIA,Single-parent,18+,Male,0
2017,OCEANIA,Single-parent,18+,Female,0
2017,Australia,Total,Total,Total,0
2017,Australia,Total,Total,Male,0
2017,Australia,Total,Total,Female,0
2017,Australia,Total,0-17,Total,0
2017,Australia,Total,0-17,Male,0
2017,Australia,Total,0-17,Female,0
2017,Australia,Total,18+,Total,0
2017,Australia,Total,18+,Male,0
2017,Australia,Total,18+,Female,0
2017,Australia,Two-parent,Total,Total,0
2017,Australia,Two-parent,Total,Male,0
2017,Australia,Two-parent,Total,Female,0
2017,Australia,Two-parent,0-17,Total,0
2017,Australia,Two-parent,0-17,Male,0
2017,Australia,Two-parent,0-17,Female,0
2017,Australia,Two-parent,18+,Total,0
2017,Australia,Two-parent,18+,Male,0
2017,Australia,Two-parent,18+,Female,0
2017,Australia,Single-parent,Total,Total,0
2017,Australia,Single-parent,Total,Male,0
2017,Australia,Single-parent,Total,Female,0
2017,Australia,Single-parent,0-17,Total,0
2017,Australia,Single-parent,0-17,Male,0
2017,Australia,Single-parent,0-17,Female,0
2017,Australia,Single-parent,18+,Total,0
2017,Australia,Single-parent,18+,Male,0
2017,Australia,Single-parent,18+,Female,0
2017,Fiji,Total,Total,Total,0
2017,Fiji,Total,Total,Male,0
2017,Fiji,Total,Total,Female,0
2017,Fiji,Total,0-17,Total,0
2017,Fiji,Total,0-17,Male,0
2017,Fiji,Total,0-17,Female,0
2017,Fiji,Total,18+,Total,0
2017,Fiji,Total,18+,Male,0
2017,Fiji,Total,18+,Female,0
2017,Fiji,Two-parent,Total,Total,0
2017,Fiji,Two-parent,Total,Male,0
2017,Fiji,Two-parent,Total,Female,0
2017,Fiji,Two-parent,0-17,Total,0
2017,Fiji,Two-parent,0-17,Male,0
2017,Fiji,Two-parent,0-17,Female,0
2017,Fiji,Two-parent,18+,Total,0
2017,Fiji,Two-parent,18+,Male,0
2017,Fiji,Two-parent,18+,Female,0
2017,Fiji,Single-parent,Total,Total,0
2017,Fiji,Single-parent,Total,Male,0
2017,Fiji,Single-parent,Total,Female,0
2017,Fiji,Single-parent,0-17,Total,0
2017,Fiji,Single-parent,0-17,Male,0
2017,Fiji,Single-parent,0-17,Female,0
2017,Fiji,Single-parent,18+,Total,0
2017,Fiji,Single-parent,18+,Male,0
2017,Fiji,Single-parent,18+,Female,0
2017,Palau,Total,Total,Total,0
2017,Palau,Total,Total,Male,0
2017,Palau,Total,Total,Female,0
2017,Palau,Total,0-17,Total,0
2017,Palau,Total,0-17,Male,0
2017,Palau,Total,0-17,Female,0
2017,Palau,Total,18+,Total,0
2017,Palau,Total,18+,Male,0
2017,Palau,Total,18+,Female,0
2017,Palau,Two-parent,Total,Total,0
2017,Palau,Two-parent,Total,Male,0
2017,Palau,Two-parent,Total,Female,0
2017,Palau,Two-parent,0-17,Total,0
2017,Palau,Two-parent,0-17,Male,0
2017,Palau,Two-parent,0-17,Female,0
2017,Palau,Two-parent,18+,Total,0
2017,Palau,Two-parent,18+,Male,0
2017,Palau,Two-parent,18+,Female,0
2017,Palau,Single-parent,Total,Total,0
2017,Palau,Single-parent,Total,Male,0
2017,Palau,Single-parent,Total,Female,0
2017,Palau,Single-parent,0-17,Total,0
2017,Palau,Single-parent,0-17,Male,0
2017,Palau,Single-parent,0-17,Female,0
2017,Palau,Single-parent,18+,Total,0
2017,Palau,Single-parent,18+,Male,0
2017,Palau,Single-parent,18+,Female,0
2017,Papua New Guinea,Total,Total,Total,0
2017,Papua New Guinea,Total,Total,Male,0
2017,Papua New Guinea,Total,Total,Female,0
2017,Papua New Guinea,Total,0-17,Total,0
2017,Papua New Guinea,Total,0-17,Male,0
2017,Papua New Guinea,Total,0-17,Female,0
2017,Papua New Guinea,Total,18+,Total,0
2017,Papua New Guinea,Total,18+,Male,0
2017,Papua New Guinea,Total,18+,Female,0
2017,Papua New Guinea,Two-parent,Total,Total,0
2017,Papua New Guinea,Two-parent,Total,Male,0
2017,Papua New Guinea,Two-parent,Total,Female,0
2017,Papua New Guinea,Two-parent,0-17,Total,0
2017,Papua New Guinea,Two-parent,0-17,Male,0
2017,Papua New Guinea,Two-parent,0-17,Female,0
2017,Papua New Guinea,Two-parent,18+,Total,0
2017,Papua New Guinea,Two-parent,18+,Male,0
2017,Papua New Guinea,Two-parent,18+,Female,0
2017,Papua New Guinea,Single-parent,Total,Total,0
